Dexter
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea
0      12      16      3      3      8     7      2      3      2     2      3
5      3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
11     3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
18     4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
26     3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  1  1   0  2
35     3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
45     4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
56     3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
68     3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  1  1   1  2
81     4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
95     3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   1  1  0  0   0  2
110    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
126    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  1  1   0  1
143    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
161    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
180    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
200    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  1  1   0  2
221    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
243    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
266    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
290    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   1  1  1  1   1  2
315    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  0  0   0  1
341    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
368    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
396    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  1  1   0  1
425    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
455    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
486    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   0  0  1  1   0  1
518    3  4    4  6    0  1   1  2   2  4  1  3   0  2   0  1   0  0  0  0   0  2
551    3  5    5  7    0  2   0  1   1  3  2  4   0  0   0  2   0  0  0  0   1  2
585    4  5    5  5    1  2   0  2   3  3  2  2   1  1   1  2   1  1  1  1   0  1
