Kita
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea
0      20      6       6      7      4     4      8      7      5     10     7
5      3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
11     6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
18     9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
26     3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  0  0   1  3
35     6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
45     9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
56     3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   1  1  1  1   1  3
68     6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  0  0   2  4
81     9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
95     3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
110    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
126    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  0  0   2  2
143    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
161    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   1  1  1  1   2  4
180    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
200    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  0  0   1  3
221    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
243    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
266    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
290    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  0  0   2  4
315    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   1  1  1  1   2  2
341    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
368    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
396    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  0  0   2  2
425    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   0  0  1  1   1  3
455    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
486    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
518    3  9    1  2    2  3   1  3   1  2  0  1   2  2   2  4   1  1  0  0   1  3
551    6  10   2  3    1  3   2  4   1  2  0  2   1  3   2  2   0  0  1  1   2  4
585    9  11   2  4    1  2   2  2   1  1  1  2   2  4   1  3   0  0  1  1   2  2
