Galfrey
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea
0      34      0       9      8      1     2      7      6      3     5      4
5      9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  1  1   1  1
11     10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  0  0   1  3
18     10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  1  1   0  2
26     9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  0  0   1  1
35     10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  1  1   1  3
45     10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  0  0   0  2
56     9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  1  1   1  1
68     10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  0  0   1  3
81     10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  1  1   0  2
95     9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   1  1  0  0   1  1
110    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  1  1   1  3
126    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  0  0   0  2
143    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  1  1   1  1
161    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  0  0   1  3
180    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  1  1   0  2
200    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  0  0   1  1
221    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  1  1   1  3
243    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  0  0   0  2
266    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  1  1   1  1
290    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   1  1  0  0   1  3
315    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  1  1   0  2
341    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  0  0   1  1
368    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  1  1   1  3
396    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  0  0   0  2
425    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  1  1   1  1
455    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  0  0   1  3
486    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   0  0  1  1   0  2
518    9  13   0  0    2  4   2  4   0  0  1  1   1  3   1  3   0  0  0  0   1  1
551    10 14   0  0    3  4   1  3   1  1  0  0   2  4   2  3   0  0  1  1   1  3
585    10 12   0  0    2  3   3  3   0  0  0  2   2  2   1  2   1  1  0  0   0  2
