Darin
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea
0      26      6       7      6      3     4      8      6      3     8      7
5      5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  0  0   2  2
11     8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
18     7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
26     5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
35     8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
45     7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  0  0   2  4
56     5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
68     8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
81     7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
95     5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
110    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  0  0   1  3
126    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
143    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
161    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
180    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
200    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  0  0   2  2
221    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
243    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
266    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
290    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
315    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  0  0   2  4
341    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
368    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
396    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
425    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
455    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  0  0   1  3
486    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
518    5  9    1  2    1  3   2  3   0  1  0  2   2  4   1  3   0  0  1  1   2  2
551    8  12   1  3    2  4   1  2   0  2  1  3   1  3   2  3   0  0  1  1   1  3
585    7  11   2  3    2  2   1  3   1  2  1  1   3  3   1  2   0  0  1  1   2  4
