100
Porno_Mag 0 Missing_from_FF2...     2 0 0 0 0 0 0 
Ledger 1 Rinbel's_Ledger            2 1 0 0 0 0 0   
Enchanted_Water 2 Recovers_50_MP    1 2 1 0 0 0 300   
Mage_Book 3 Needed_to_use_Magic     6 0 0 2 1 0 5000   
Short_Sword 4 A_Sword               0 0 0 1 2 0 80     
Leather_Jerkin 5 Stout_Armor        0 0 0 3 3 0 160      
Leather_Cap 6 Head_Protection       0 0 0 4 4 0 80       
Trendy_Beverage 7 Mmmm...Mocha_Latte 2 3 0 0 0 0 0        
Book 8 ...Destroy...                2 4 0 0 0 0 0         
Book 9 ...Quicksilver...            2 5 0 0 0 0 0           
Book 10 ...Inspiration...           2 6 0 0 0 0 0            
Earth_Shard 11 Piece_of_Elemental   2 7 0 0 0 0 0              
Fire_Shard 12 Piece_of_Elemental    2 8 0 0 0 0 0               
Water_Shard 13 Piece_of_Elemental   2 9 0 0 0 0 0                
Air_Shard 14 Piece_of_Elemental     2 10 0 0 0 0 0                 
Cure_Salve 15 Recovers_10_HP        1 15 0 0 0 0 30
Cure_Herbs 16 Recovers_30_HP        1 16 0 0 0 0 100
Cure_Powder 17 Recovers_60_HP       1 17 0 0 0 0 200
Cure_1 18 Recovers_100_HP           1 18 0 0 0 0 450
Cure_2 19 Recovers_250_HP           1 19 0 0 0 0 750
Cure_3 20 Recovers_400_HP           1 20 0 0 0 0 1000
Cure_4 21 Recovers_HP_to_max        1 21 0 0 0 0 10000
Ether_Ball 22 Recovers_25_MP        1 22 0 0 0 0 500
Elixer_1 23 Recovers_75_MP          1 23 0 0 0 0 1000
Elixer_2 24 Recovers_150_MP         1 24 0 0 0 0 2000
Elixer_3 25 Recovers_300_MP         1 25 0 0 0 0 5000
Elixer_4 26 Recovers_MP_to_max      1 26 0 0 0 0 10000
Antidote 27 Nulls_Poison            1 27 0 0 0 0 30
Stone_Tear 28 Nulls_Stone           1 28 0 0 0 0 200
Needle 29 Nulls_Sleep,Stone,Para    1 29 0 0 0 0 75
Flash 30 Nulls_Dark,Blin,Conf,Charm 1 30 0 0 0 0 75
Tincture 31 Nulls_Poison,Fever      1 31 0 0 0 0 100
Cough_Drop 32 Nulls_Mute,Fever      1 32 0 0 0 0 100
Focus_Gem 33 Nulls_Mindblast        1 33 0 0 0 0 500
Blessed_Water 34 Nulls_Zombie,Omen,Curse 1 34 0 0 0 0 400
Clarion_Call 35 Nulls_All_Aliments  1 35 0 0 0 0 5000
Heart_Charm 36 Revives_Dead         1 36 0 0 0 0 200
Life_Charm 37 Revives_Dead          1 37 0 0 0 0 500
Soul_Charm 38 Revives_Dead          1 38 0 0 0 0 1000
Eternity_Charm 39 Revives_Dead      1 0 0 0 0 0 5000
Copper_Sword 40 A_Sword_of_Copper   0 0 0 1 2 0 200
Bronze_Sword 41 A_Sword_of_Bronze   0 0 0 1 2 0 420
Broad_Sword 42 A_Sword_of_Broad       0 0 0 1 2 0 0
Broad_Sword 43 Revives_Dead       0 0 0 1 2 0 0
