Webb
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea  spell
0      29      6       6      7      3     3      6      7      6     7    7    0
5      8 12    1 6     2 3    2 3    1 2   1 2    4 6    4 7    1 1   0 0  1 2   0
11     7 11    1 6     1 3    1 2    1 1   0 2    2 6    4 7    0 0   1 1  2 4   0
18     9 11    2 6     1 2    2 4    1 2   0 1    1 6    4 8    1 1   0 0  2 3   0
26     8 12    1 6     2 3    2 3    1 2   1 2    1 6    4 8    0 0   1 1  1 2   0
35     7 11    1 6     1 3    1 2    1 1   0 2    2 6    2 3    0 0   0 0  2 4   0
75     9 11    2 6     1 2    2 4    1 2   0 1    1 6    1 2    1 1   1 1  2 3   0
156     8 12    1 6     2 3    2 3    1 2   1 2    1 6    2 4    0 0   0 0  1 2   0
188     7 11    1 6     1 3    1 2    1 1   0 2    2 6    2 3    1 1   1 1  2 4   0
201     9 11    9 9     1 2    2 4    1 2   0 1    1 6    1 2    0 0   0 0  2 3   0
525     8 12    1 3     2 3    2 3    1 2   1 2    1 6    2 4    1 2   1 1  1 2   0
740    7 11    1 2     1 3    1 2    1 1   0 2    2 6    2 3    0 0   0 0  2 4   0
966    9 11    2 3     1 2    2 4    1 2   0 1    1 6    1 2    1 1   1 1  2 3   0
1083    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
1201    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    1 2   1 1  2 4   0
1320    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    0 0   0 0  2 3   0
1440    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    1 2   1 1  1 2   0
1551    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
1683    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   1 1  2 3   0
2016    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
2340    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   1 1  2 4   0
2875    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   0 0  2 3   0
3401    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   1 1  1 2   0
4438    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
5469    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   1 1  2 3   0
6500    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
7555    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   1 1  2 4   0
8606    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   0 0  2 3   0
9701    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   1 1  1 2   0
10805    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
12920    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   1 1  2 3   0
14056    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
15393    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   1 1  2 4   0
16531    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   0 0  2 3   0
17770    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   1 1  1 2   0
18910    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
20151    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   1 1  2 3   0
22293    8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
23036    7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   1 1  2 4   0
24098    9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    0 0   0 0  2 3   0
26525   8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   1 1  1 2   0
28671   7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
33718   9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    1 1   1 1  2 3   0
38166   8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   0 0  1 2   0
40415   7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   1 1  2 4   0
43865   9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    0 0   0 0  2 3   0
46368   8 12    1 3     2 3    2 3    1 2   1 2    1 2    2 4    0 0   1 1  1 2   0
49621   7 11    1 2     1 3    1 2    1 1   0 2    2 3    2 3    0 0   0 0  2 4   0
65075   9 11    2 3     1 2    2 4    1 2   0 1    1 3    1 2    0 0   1 1  2 3   0
71475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
81475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
91475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
101475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
111475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
121475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
131475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
146475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
161475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
176475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
191475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
211475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
231475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
251475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
271475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
291475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
311475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
333333   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
355555   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
377777   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
399999   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
419999   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
449999   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
475555   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
500000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
531475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
571475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
641475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
691475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
741475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
791475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
841475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
891475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
941475   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
999999   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
1100000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
1200000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
1300000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
1400000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
5000000   12 15   2 5   3 5    3 5    3 5   1 2    3 5    2 3    1 1   2 2  3 5 0
       
