Dingo
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea spell
0      34      12       9      9      1     2      7      5      3     5    6   0
5      4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
11     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
18     4 6     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3  0
26     4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
35     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
75     4 9     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3  0
156     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
188     10 14   2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
261     10 12   2 3     3 4    2 3    0 1   0 1    2 4    2 3    1 1   1 1  2 3  0
325     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
450    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
576    10 12   2 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3  0 
693    9 13    2 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
721    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
840    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3  0
980    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3  0
1021    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
1363    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3  0
1806    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    1 1   0 0  1 3  0
2450    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2  0
