Angel
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea spell
0      26      10      600      5      600     5      5      5      4    1    5   0
5      7 11    3 4     5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 1  1 3  0
15     6 10    4 4     5 10    1 3    5 10  1 2    1 3    2 3    0 0   0 1  1 2  0
30     8 10    2 3     5 10    1 2    5 10  2 3    1 2    1 3    0 0   0 1  2 3  0
45     7 11    3 4     5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 1  1 3  0
60     6 10    4 4     5 10    1 3    5 10  1 2    1 3    2 3    0 0   0 2  1 2  0
80     8 10    2 3     5 10    1 2    5 10  2 3    1 2    1 3    0 0   0 2  2 3  0
100     7 11    3 4    5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 2  1 3  0
130     6 10    4 4    5 10    1 3    5 10  1 2    1 3    2 3    1 1   0 1  1 2  0
170    8 10    2 3     5 30    1 2    5 30  2 3    1 2    1 3    0 0   1 1  2 3  0
215     7 11    3 4    5 30    2 3    5 30  1 3    2 3    1 2    0 0   0 2  1 3  0
250    6 10    4 4     5 30    1 3    5 30  1 2    1 3    2 3    0 0   0 2  1 2  0
300    8 10    2 3     5 30    1 2    5 30  2 3    1 2    1 3    0 0   0 2  2 3  0
350    7 11    3 4     5 30    2 3    5 30  1 3    2 3    1 2    0 0   0 1  1 3  0
410    6 10    4 4     5 30    1 3    5 30  1 2    1 3    2 3    0 0   0 1  1 2  0
480    8 10    2 3     5 30    1 2    5 30  2 3    1 2    1 3    0 0   0 2  2 3  0
560    7 11    3 4    5 110    2 3    5 110  1 3    2 3    1 2    0 0   0 1  1 3  0
650    6 10    4 4    5 10    1 3    5 10  1 2    1 3    2 3    1 1   2 4  1 2  0
740    8 10    2 3    5 10    1 2    5 10  2 3    1 2    1 3    0 0   1 3  2 3  0
840    7 11    3 4    5 10    2 3    5 10  1 3    2 3    1 2    0 0   1 1  1 3  0
940    6 10    4 4    5 10    1 3    5 10  1 2    1 3    2 3    0 0   0 3  1 2  0
1045    8 10    2 3    5 20    1 2    5 30  2 3    1 2    1 3    0 0   0 1  2 3  0
1150    7 11    3 4    5 20    2 3    5 30  1 3    2 3    1 2    0 0   0 2  1 3  0
1260    6 10    4 4    5 30    1 3    5 20  1 2    1 3    2 3    0 0   0 1  1 2  0
1370    8 10    2 3    5 30    1 2    5 20  2 3    1 2    1 3    0 0   0 1  2 3  0
1485    7 11    3 4    5 30    2 3    5 20  1 3    2 3    1 2    0 0   0 1  1 3  0
1590    6 10    4 4    5 30    1 3    5 20  1 2    1 3    2 3    1 1   0 1  1 2  0
1710    8 10    2 3    5 20    1 2    5 30  2 3    1 2    1 3    0 0   0 1  2 3  0
1830    7 11    3 4    5 20    2 3    5 30  1 3    2 3    1 2    0 0   0 2  1 3  0
1950    6 10    4 4    5 120    1 3    5 130  1 2    1 3    2 3    0 0   1 1  1 2  0
2080    8 10    2 3   5 10    1 2    5 10  2 3    1 2    1 3    0 0   0 4  2 3  0
2210    7 11    3 4   5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 2  1 3  0
2345    6 10    4 4   5 10    1 3    5 10  1 2    1 3    2 3    0 0   0 2  1 2  0
2480    8 10    2 3   5 10    1 2    5 10  2 3    1 2    1 3    0 0   0 2  2 3  0
2620    7 11    3 4   5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 3  1 3  0
2740    6 10    4 4   5 10    1 3    5 10  1 2    1 3    2 3    1 1   2 3  1 2  0
2880    8 10    2 3   5 10    1 2    5 10  2 3    1 2    1 3    0 0   1 7  2 3  0
2930    7 11    3 4   5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 1  1 3  0
3000    6 10    4 4   5 10    1 3    5 10  1 2    1 3    2 3    0 0   0 1  1 2  0
3200    8 10    2 3   5 10    1 2    5 10  2 3    1 2    1 3    0 0   1 1  2 3  0
3400    7 11    3 4   5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 1  1 3  0
3605   6 10    4 4    5 110    1 3    5 110  1 2    1 3    2 3    0 0   0 1  1 2  0
3810   8 10    2 3    5 10    1 2    5 10  2 3    1 2    1 3    0 0   0 1  2 3  0
4020   7 11    3 4    5 10    2 3    5 10  1 3    2 3    1 2    0 0   0 2  1 3  0
4240   6 10    4 4    5 10    1 3    5 10  1 2    1 3    2 3    1 1   0 2  1 2  0
4465   8 10    2 3    10 30   1 2    10 30   2 3    1 2    1 3    0 0   0 1  2 3  0
4695   7 11    3 4    10 30   2 3    10 30   1 3    2 3    1 2    0 0   0 1  1 3  0
4930   6 10    4 4    10 30   1 3    20 30   1 2    1 3    2 3    0 0   0 1  1 2  0
5200   8 10    2 3    20 130   1 2    10 130   2 3    1 2    1 3    0 0   0 1  2 3  0
5500   7 11    3 4    10 130   2 3    10 130   1 3    2 3    1 2    0 0   1 1  1 3  0
10000   6 10    4 4   100 150  1 3   100 150  1 2    1 3    2 3    0 0   0 1  1 2  0
90000   100 100 100 100 100 100 100 100 100 100 1 1  1 1    1 1   1 1    1 1  1 1  0
