Feng
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea spell
0      52      26      23     23     18    47     22     23     4     27   12   0
5      15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
11     16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   0 0  0 1   0
18     16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
26     15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
35     16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   1 1  0 1   0
75     16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
106     15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
178     16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   0 0  0 1   0
261     16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    1 1   0 0  1 2   0
335     15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
460    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   1 1  0 1   0
596    16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
613    15 19   14 15   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
741    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   0 0  0 1   0
880    16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
920    15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
1081    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   1 1  0 1   0
1243    16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    1 1   0 0  1 2   0
1566    15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
2000    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   0 0  0 1   0
2555    16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
3091    15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
4648    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   1 1  0 1   0
5686    16 18   15 16   3 4    0 1    3 4   2 4    0 1    0 2    0 0   0 0  1 2   0
6725    15 19   14 16   3 4    1 2    2 3   2 3    0 1    0 1    0 0   0 0  0 2   0
7855    16 20   14 17   3 4    0 2    1 3   1 2    0 2    1 2    0 0   0 0  0 1   0
