Lumin
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea  spell
0      34      12       9      9      1     2      7      5      3     5    6   0
5      4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
11     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
18     4 6     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
26     4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
35     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
75     4 9     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
156     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
188     10 14   2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
301     10 12   2 3     3 4    2 3    0 1   0 1    2 4    2 3    1 1   1 1  2 3   0
425     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
540    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
666    10 12   2 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
783    9 13    2 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
811    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
930    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
1050    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
1271    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
1393    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
1516    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    1 1   0 0  1 3   0
2040    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
