Bull
exp    maxhp   maxmp   str    end    mag   mgr    hit%   dod%   mbl   fer  rea spell
0      34      12       9      9      1     2      7      5      3     5    6    0
5      4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
11     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
18     4 6     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
26     4 7     2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
35     4 4     2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
75     4 9     2 3     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
156     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
168     10 14   2 3     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
281     10 12   2 3     3 4    2 3    0 1   0 1    2 4    2 3    1 1   1 1  2 3   0
395     9 13    2 3     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
450    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
506    10 12   2 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
643    9 13    2 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
761    10 14   2 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
800    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
900    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    0 0   0 0  1 3   0
1051    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
1503    10 12   4 5     3 4    2 3    0 1   0 1    2 4    2 3    0 0   1 1  2 3   0
2566    9 13    4 5     2 4    3 4    0 1   0 1    2 3    1 2    1 1   0 0  1 3   0
3620    10 14   4 5     2 3    2 4    0 0   0 2    1 2    0 2    0 0   0 0  1 2   0
